V1,V4,V5
S,quis me enrolar entendeu,S_ALCP_2018MA+_WalterN.eaf
S,e tinha tudo pra eu ganhar a mais eu não tinha noção que eles,S_ALCP_2018MA+_WalterN.eaf
S,né ia ficar do lado dos patrão,S_ALCP_2018MA+_WalterN.eaf
S,e aí esse cara me fez esperar cinco meses,S_ALCP_2018MA+_WalterN.eaf
S,né,S_ALCP_2018MA+_WalterN.eaf
S,enrolando,S_ALCP_2018MA+_WalterN.eaf
S,sem emprego e tal esperando resultou que,S_ALCP_2018MA+_WalterN.eaf
S,em uma semana ele marcou uma sessão,S_ALCP_2018MA+_WalterN.eaf
S,que era pra eu ir que a gente ia só fazer um acordo,S_ALCP_2018MA+_WalterN.eaf
S,né esse acordo eu o que era pra ser,S_ALCP_2018MA+_WalterN.eaf
S,treze quinze mil reais,S_ALCP_2018MA+_WalterN.eaf
S,né na justiça,S_ALCP_2018MA+_WalterN.eaf
S,caiu pra quatro mil parcelado,S_ALCP_2018MA+_WalterN.eaf
S,então eu não e ainda eu não tive como recorrer não tive como,S_ALCP_2018MA+_WalterN.eaf
D1,xxx ainda,S_ALCP_2018MA+_WalterN.eaf
S,dizer não,S_ALCP_2018MA+_WalterN.eaf
S,porque já estava marcado,S_ALCP_2018MA+_WalterN.eaf
S,aquela era só homologar,S_ALCP_2018MA+_WalterN.eaf
D1,ele fez o acordo lá e,S_ALCP_2018MA+_WalterN.eaf
S,ele na verdade realmente ele fez o acordo com o patrão,S_ALCP_2018MA+_WalterN.eaf
S,só apenas che esperou,S_ALCP_2018MA+_WalterN.eaf
S,a sessão chegar bem perto assim do,S_ALCP_2018MA+_WalterN.eaf
S,dois dias não tem como ocorrer,S_ALCP_2018MA+_WalterN.eaf
S,na verdade na sexta ele me avisou,S_ALCP_2018MA+_WalterN.eaf
S,sábado e domingo não tem como recorrer,S_ALCP_2018MA+_WalterN.eaf
S,segunda eu tentei,S_ALCP_2018MA+_WalterN.eaf
S,mas o as pessoas que eu recorri falou que não tem como porque,S_ALCP_2018MA+_WalterN.eaf
S,a sessão já estava em cima o acordo já estava,S_ALCP_2018MA+_WalterN.eaf
S,feito enfim eu tive que aceitar entendeu,S_ALCP_2018MA+_WalterN.eaf
D1,ele fez isso aí de má fé né,S_ALCP_2018MA+_WalterN.eaf
S,é exatamente,S_ALCP_2018MA+_WalterN.eaf
S,porque ele,S_ALCP_2018MA+_WalterN.eaf
D1,enrolou,S_ALCP_2018MA+_WalterN.eaf
S,porque se fosse pela lei né eu ia ganhar porque eu tenho meus direitos trabalhistas entendeu,S_ALCP_2018MA+_WalterN.eaf
S,enfim,S_ALCP_2018MA+_WalterN.eaf
S,na verdade a gente nem teve audiência só teve um só foi marcar um acordo confirmar o acordo,S_ALCP_2018MA+_WalterN.eaf
D1,uhum,S_ALCP_2018MA+_WalterN.eaf
S,então,S_ALCP_2018MA+_WalterN.eaf
D1,entendi,S_ALCP_2018MA+_WalterN.eaf
S,então assim aí eu percebi que ser advogado tem essa parte chata né que talvez,S_ALCP_2018MA+_WalterN.eaf
S,pode acontecer até comigo de repente né,S_ALCP_2018MA+_WalterN.eaf
D1,é,S_ALCP_2018MA+_WalterN.eaf
S,esse tipo de acordo mas enfim,S_ALCP_2018MA+_WalterN.eaf
S,mas é uma coisa que eu respondendo a sua pergunta né,S_ALCP_2018MA+_WalterN.eaf
D1,sei,S_ALCP_2018MA+_WalterN.eaf
S,é uma coisa que eu,S_ALCP_2018MA+_WalterN.eaf
S,que eu almejava era ser,S_ALCP_2018MA+_WalterN.eaf
S,advogado,S_ALCP_2018MA+_WalterN.eaf
D1,uma outra,S_ALCP_2018MA+_WalterN.eaf
S,eu tenho uma segunda coisa que eu não sabia né,S_ALCP_2018MA+_WalterN.eaf
S,é psicologia,S_ALCP_2018MA+_WalterN.eaf
S,coisa que eu amo,S_ALCP_2018MA+_WalterN.eaf
D1,é,S_ALCP_2018MA+_WalterN.eaf
S,de coração,S_ALCP_2018MA+_WalterN.eaf
S,mas eu eh não é preconceito mas até agora eu não vi nenhum homem psicólogo,S_ALCP_2018MA+_WalterN.eaf
S,você conhece,S_ALCP_2018MA+_WalterN.eaf
S,algum,S_ALCP_2018MA+_WalterN.eaf
D1,como assim,S_ALCP_2018MA+_WalterN.eaf
S,é difícil né,S_ALCP_2018MA+_WalterN.eaf
S,eu não sabia não essas coisa assim,S_ALCP_2018MA+_WalterN.eaf
D1,assim pela minha experiência,S_ALCP_2018MA+_WalterN.eaf
D1,quando eu era criança já fui era mulher,S_ALCP_2018MA+_WalterN.eaf
D1,conheço amigas,S_ALCP_2018MA+_WalterN.eaf
D1,que fazem psicologia,S_ALCP_2018MA+_WalterN.eaf
S,mas homem,S_ALCP_2018MA+_WalterN.eaf
S,não,S_ALCP_2018MA+_WalterN.eaf
D1,mas homem psicólogo é realmente,S_ALCP_2018MA+_WalterN.eaf
S,aí eu pen porque assim eu eu eu eu tenho vontade de fazer eh,S_ALCP_2018MA+_WalterN.eaf
S,eu almejo muito uma faculdade entendeu,S_ALCP_2018MA+_WalterN.eaf
S,só que hoje eu procuro saber que nunca é tarde pra fazer sabe,S_ALCP_2018MA+_WalterN.eaf
D1,não,S_ALCP_2018MA+_WalterN.eaf
S,então assim eu não tenho muita pressa na verdade,S_ALCP_2018MA+_WalterN.eaf
S,eu,S_ALCP_2018MA+_WalterN.eaf
D1,não isso é relativo,S_ALCP_2018MA+_WalterN.eaf
D1,minha mãe começou a fazer faculdade quando eu já tinha tipo catorze anos então,S_ALCP_2018MA+_WalterN.eaf
S,exatamente,S_ALCP_2018MA+_WalterN.eaf
S,e aí assim então eu estou esperando na verdade estou terminando os estudos mas uma coisa que eu almejava de cara assim foi a psicologia porque eu gostava de ouvir as pessoas,S_ALCP_2018MA+_WalterN.eaf
S,entender as pessoas e tentar ajudar as pessoas,S_ALCP_2018MA+_WalterN.eaf
S,né,S_ALCP_2018MA+_WalterN.eaf
S,mas isso não sei,S_ALCP_2018MA+_WalterN.eaf
S,aí vem aquela coisa minha,S_ALCP_2018MA+_WalterN.eaf
S,né,S_ALCP_2018MA+_WalterN.eaf
S,do bom senso como assim que é da religião,S_ALCP_2018MA+_WalterN.eaf
S,ganhar dinheiro com às vezes com o dom que você tem,S_ALCP_2018MA+_WalterN.eaf
D1,uhum,S_ALCP_2018MA+_WalterN.eaf
S,aí vem aquela coisa que pesa,S_ALCP_2018MA+_WalterN.eaf
S,mas claro que é tudo às vezes é psicológico né,S_ALCP_2018MA+_WalterN.eaf
S,você estudou você pagou então eu acho que é direito seu,S_ALCP_2018MA+_WalterN.eaf
S,e tam e a coisa era advocacia né que eu gostava gostava muito de fazer,S_ALCP_2018MA+_WalterN.eaf
S,mas eu não sei acabei desanimando e veio vou prestar uma coisa mais simples aí veio uma coisa muito encantado é com o,S_ALCP_2018MA+_WalterN.eaf
S,filosofia,S_ALCP_2018MA+_WalterN.eaf
D1,é,S_ALCP_2018MA+_WalterN.eaf
S,filosofia mas aí vinha os cara é ateu,S_ALCP_2018MA+_WalterN.eaf
S,você entendeu,S_ALCP_2018MA+_WalterN.eaf
S,está bom então os cara vão querer fazer eu ateu então eu vou acabar querendo,S_ALCP_2018MA+_WalterN.eaf
S,não acreditar sabe,S_ALCP_2018MA+_WalterN.eaf
D1,ah,S_ALCP_2018MA+_WalterN.eaf
S,assim vai de cada um eu sei as história né que tem uns que muitos ateu né a maioria deles são ateu né,S_ALCP_2018MA+_WalterN.eaf
D1,sim,S_ALCP_2018MA+_WalterN.eaf
S,no e mas tem uns que,S_ALCP_2018MA+_WalterN.eaf
S,tem a sua filosofia e acredita mesmo assim,S_ALCP_2018MA+_WalterN.eaf
S,entendeu então eu tenho medo de entrar no mundo da filosofia e às vezes encontrar coisas que eu,S_ALCP_2018MA+_WalterN.eaf
D1,sim,S_ALCP_2018MA+_WalterN.eaf
S,não quero entendeu,S_ALCP_2018MA+_WalterN.eaf
D1,mas uma coisa que eu vejo assim independente dessas três que você seguir,S_ALCP_2018MA+_WalterN.eaf
D1,vai ter que existir um a,S_ALCP_2018MA+_WalterN.eaf
D1,eh,S_ALCP_2018MA+_WalterN.eaf
D1,profissional,S_ALCP_2018MA+_WalterN.eaf
S,profissional,S_ALCP_2018MA+_WalterN.eaf
D1,sabe,S_ALCP_2018MA+_WalterN.eaf
S,exatamente,S_ALCP_2018MA+_WalterN.eaf
D1,você vai ser você é o a católico tal e tal mas o a advogado é advogado,S_ALCP_2018MA+_WalterN.eaf
S,mas também,S_ALCP_2018MA+_WalterN.eaf
S,é exatamente,S_ALCP_2018MA+_WalterN.eaf
D1,o psicólogo vai ouvir,S_ALCP_2018MA+_WalterN.eaf
D1,a pessoa vai chegar lá no consultório e vai falar eu não acredito em deus,S_ALCP_2018MA+_WalterN.eaf
S,é,S_ALCP_2018MA+_WalterN.eaf
D1,aí você vai querer procurar porque,S_ALCP_2018MA+_WalterN.eaf
D1,né eu acho que é assim não sei,S_ALCP_2018MA+_WalterN.eaf
S,exatamente,S_ALCP_2018MA+_WalterN.eaf
D1,tem que ter a divisão imagine você vai ficar doido se você entrar em filosofia e os caras falando de deus,S_ALCP_2018MA+_WalterN.eaf
S,então,S_ALCP_2018MA+_WalterN.eaf
S,você entendeu,S_ALCP_2018MA+_WalterN.eaf
S,mas assim,S_ALCP_2018MA+_WalterN.eaf
S,eu eu espero aí vim uma coisa que eu gosto também que é matemática entendeu,S_ALCP_2018MA+_WalterN.eaf
D1,gosta de matemática jesus,S_ALCP_2018MA+_WalterN.eaf
S,ah eu gosto,S_ALCP_2018MA+_WalterN.eaf
S,eu amo matemática,S_ALCP_2018MA+_WalterN.eaf
D1,credo,S_ALCP_2018MA+_WalterN.eaf
S,você não gosta,S_ALCP_2018MA+_WalterN.eaf
D1,nossa vo eu chegava na sala assim no primeiro dia de aula a professora de matemática,S_ALCP_2018MA+_WalterN.eaf
D1,eu já falava professor quando é a recuperação,S_ALCP_2018MA+_WalterN.eaf
D1,porque,S_ALCP_2018MA+_WalterN.eaf
S,porque assim eu go na verdade eu gosto de tudo que ocupa minha mente,S_ALCP_2018MA+_WalterN.eaf
D1,sei,S_ALCP_2018MA+_WalterN.eaf
S,porque tudo que às vezes aconte eh,S_ALCP_2018MA+_WalterN.eaf
D1,é importante né,S_ALCP_2018MA+_WalterN.eaf
S,porque a minha história eu sei que nem eu conheci as história de nordestino paulista mineiro tudo aí,S_ALCP_2018MA+_WalterN.eaf
D1,uhum,S_ALCP_2018MA+_WalterN.eaf
S,e assim eu acabei me tornando eu não era assim,S_ALCP_2018MA+_WalterN.eaf
S,tinha muito medo de de conversar,S_ALCP_2018MA+_WalterN.eaf
D1,é,S_ALCP_2018MA+_WalterN.eaf
S,tinha muita vergonha você não tem noção,S_ALCP_2018MA+_WalterN.eaf
D1,é você foi obrigado né,S_ALCP_2018MA+_WalterN.eaf
D1,essas,S_ALCP_2018MA+_WalterN.eaf
S,e aí tudo que as coisa que foi acontecendo através do do curso de crisma de crisma  que eu fiz né,S_ALCP_2018MA+_WalterN.eaf
S,na igreja eu fui fui desenvolvendo mas mesmo assim continuei muito nervoso,S_ALCP_2018MA+_WalterN.eaf
D1,sim,S_ALCP_2018MA+_WalterN.eaf
D1,foi importante pra você,S_ALCP_2018MA+_WalterN.eaf
S,mas foi essencial pra eu começar,S_ALCP_2018MA+_WalterN.eaf
S,né dialogar com as pessoas que é muito importante o diálogo né,S_ALCP_2018MA+_WalterN.eaf
D1,você era bem tímido,S_ALCP_2018MA+_WalterN.eaf
S,muito cara,S_ALCP_2018MA+_WalterN.eaf
D1,entendi,S_ALCP_2018MA+_WalterN.eaf
S,ainda sou em algumas coisas sabe,S_ALCP_2018MA+_WalterN.eaf
S,tem coisas que eu sou muito tímido,S_ALCP_2018MA+_WalterN.eaf
D1,sim eu entendo,S_ALCP_2018MA+_WalterN.eaf
S,às vezes chegar na multidão assim,S_ALCP_2018MA+_WalterN.eaf
S,não passa né,S_ALCP_2018MA+_WalterN.eaf
D1,é difícil né subir num palco assim,S_ALCP_2018MA+_WalterN.eaf
S,difícil pra todo mundo,S_ALCP_2018MA+_WalterN.eaf
S,ah mas,S_ALCP_2018MA+_WalterN.eaf
S,mas eh mas enfim eu já consigo,S_ALCP_2018MA+_WalterN.eaf
S,patinar,S_ALCP_2018MA+_WalterN.eaf
S,levantar a mão e falar alguma coisa mas coisa que eu não conseguia,S_ALCP_2018MA+_WalterN.eaf
S,acabei desenvolvendo eu fui,S_ALCP_2018MA+_WalterN.eaf
S,eu estou me tornando assim uma pessoa mais,S_ALCP_2018MA+_WalterN.eaf
S,querendo ou não mais alegre extrovertida,S_ALCP_2018MA+_WalterN.eaf
S,mais xxx brincalhão,S_ALCP_2018MA+_WalterN.eaf
D1,sim,S_ALCP_2018MA+_WalterN.eaf
D1,é bom porque eu,S_ALCP_2018MA+_WalterN.eaf
D1,eu também faço a tímida,S_ALCP_2018MA+_WalterN.eaf
S,mas não exagero,S_ALCP_2018MA+_WalterN.eaf
D1,mas aí você vê que perde a oportunidade assim por medo insegurança,S_ALCP_2018MA+_WalterN.eaf
S,perde,S_ALCP_2018MA+_WalterN.eaf
S,é e assim vai aparecendo as crítica também né,S_ALCP_2018MA+_WalterN.eaf
D1,é,S_ALCP_2018MA+_WalterN.eaf
S,da pessoa que vai se tornando mas é uma coisa que eu aprendi a não ligar,S_ALCP_2018MA+_WalterN.eaf
S,porque eu sou feliz assim,S_ALCP_2018MA+_WalterN.eaf
D1,uhum,S_ALCP_2018MA+_WalterN.eaf
S,então aí eu eu sou muito pe eu às vezes por eu ficar sozinho não tem muito o que fazer eu vou pensar,S_ALCP_2018MA+_WalterN.eaf
S,às vezes as coisas boas as coisa ruim eu vou maquinando alí,S_ALCP_2018MA+_WalterN.eaf
S,mas eu penso muitas coisas boas né,S_ALCP_2018MA+_WalterN.eaf
S,então na verdade foi o que eu me tornei foi o que a vida me ofereceu pra mim,S_ALCP_2018MA+_WalterN.eaf
D1,sei,S_ALCP_2018MA+_WalterN.eaf
S,entendeu,S_ALCP_2018MA+_WalterN.eaf
S,essa coisa de não ser um cara sentimental,S_ALCP_2018MA+_WalterN.eaf
S,hoje em dia na muita pessoas não ligam,S_ALCP_2018MA+_WalterN.eaf
S,né,S_ALCP_2018MA+_WalterN.eaf
S,eu já conheci muitas meninas até,S_ALCP_2018MA+_WalterN.eaf
S,que não gosta né,S_ALCP_2018MA+_WalterN.eaf
S,prefere aqueles cara loucão da vida,S_ALCP_2018MA+_WalterN.eaf
D1,uhum,S_ALCP_2018MA+_WalterN.eaf
S,tudo mais,S_ALCP_2018MA+_WalterN.eaf
S,isso pra mim não não compensa prefiro às vezes ficar sozinho,S_ALCP_2018MA+_WalterN.eaf
D1,é importante é,S_ALCP_2018MA+_WalterN.eaf
D1,né você ser quem você quer ser,S_ALCP_2018MA+_WalterN.eaf
S,xxx universo né,S_ALCP_2018MA+_WalterN.eaf
D1,aceitar quem você é porque mudar pelo ou,S_ALCP_2018MA+_WalterN.eaf
D1,mudar pelas pessoas né,S_ALCP_2018MA+_WalterN.eaf
S,exatamente,S_ALCP_2018MA+_WalterN.eaf
S,enfim são são detalhes,S_ALCP_2018MA+_WalterN.eaf
S,mas assim eu essas coisas que eu almejo entendeu,S_ALCP_2018MA+_WalterN.eaf
D1,uhum,S_ALCP_2018MA+_WalterN.eaf
S,um dia encontrar,S_ALCP_2018MA+_WalterN.eaf
S,uma pro uma profissão que eu realmente gosto e levar pro resto da vida,S_ALCP_2018MA+_WalterN.eaf
S,não por dinheiro mas por,S_ALCP_2018MA+_WalterN.eaf
S,porque eu penso assim na vida a gente,S_ALCP_2018MA+_WalterN.eaf
S,não pode parar,S_ALCP_2018MA+_WalterN.eaf
D1,sim,S_ALCP_2018MA+_WalterN.eaf
S,é independente não sei né ninguém sabe o dia,S_ALCP_2018MA+_WalterN.eaf
S,ninguém quer também né,S_ALCP_2018MA+_WalterN.eaf
D1,né,S_ALCP_2018MA+_WalterN.eaf
S,assim mas enquanto a gente estiver caminhando o importante é a gente conquistar,S_ALCP_2018MA+_WalterN.eaf
D1,uhum,S_ALCP_2018MA+_WalterN.eaf
S,entendeu,S_ALCP_2018MA+_WalterN.eaf
S,até sei lá,S_ALCP_2018MA+_WalterN.eaf
D1,até onde der,S_ALCP_2018MA+_WalterN.eaf
S,exatamente,S_ALCP_2018MA+_WalterN.eaf
S,mas e eh ainda bem que eu não sou um homem ambicioso né,S_ALCP_2018MA+_WalterN.eaf
D1,uhum,S_ALCP_2018MA+_WalterN.eaf
S,não sou,S_ALCP_2018MA+_WalterN.eaf
S,não consigo ser,S_ALCP_2018MA+_WalterN.eaf
S,a simplicidade pra mim é tudo,S_ALCP_2018MA+_WalterN.eaf
S,só que às vezes eu tenho vontade ainda de fazer essas coisas na faculdade,S_ALCP_2018MA+_WalterN.eaf
S,conhecer,S_ALCP_2018MA+_WalterN.eaf
S,porque eu adoro conhecer pessoas,S_ALCP_2018MA+_WalterN.eaf
D1,sim,S_ALCP_2018MA+_WalterN.eaf
S,né conversar,S_ALCP_2018MA+_WalterN.eaf
S,enfim,S_ALCP_2018MA+_WalterN.eaf
S,e é isso,S_ALCP_2018MA+_WalterN.eaf
D1,é bom né você sempre estar em,S_ALCP_2018MA+_WalterN.eaf
D1,contato com o conhecimento né,S_ALCP_2018MA+_WalterN.eaf
S,é,S_ALCP_2018MA+_WalterN.eaf
S,exatamente,S_ALCP_2018MA+_WalterN.eaf
S,e é essas coisas que eu penso então assim,S_ALCP_2018MA+_WalterN.eaf
S,as as,S_ALCP_2018MA+_WalterN.eaf
S,vantagens e as de desvantagens né,S_ALCP_2018MA+_WalterN.eaf
S,então essa,S_ALCP_2018MA+_WalterN.eaf
S,esse pouco que você entendeu você conheceu da minha história você viu que,S_ALCP_2018MA+_WalterN.eaf
S,outros lugares né,S_ALCP_2018MA+_WalterN.eaf
D1,uhum,S_ALCP_2018MA+_WalterN.eaf
S,então eu realmente migrei em muitos lugares e acabei conhecendo muitas coisas entendeu,S_ALCP_2018MA+_WalterN.eaf
S,assim pra muitos não,S_ALCP_2018MA+_WalterN.eaf
S,nem vai entender o que eu estou falando aqui entendeu vai ser esse cara parece que é besta cara,S_ALCP_2018MA+_WalterN.eaf
S,né quem quer saber se você foi mineiro você foi paulista não sei o quê,S_ALCP_2018MA+_WalterN.eaf
S,tudo bem,S_ALCP_2018MA+_WalterN.eaf
D1,eu quero,S_ALCP_2018MA+_WalterN.eaf
S,mas é então,S_ALCP_2018MA+_WalterN.eaf
S,mas pra mim foi muito importante,S_ALCP_2018MA+_WalterN.eaf
S,porque realmente me tornou uma pessoa,S_ALCP_2018MA+_WalterN.eaf
S,ah sabe,S_ALCP_2018MA+_WalterN.eaf
S,totalmente diferente,S_ALCP_2018MA+_WalterN.eaf
D1,sei,S_ALCP_2018MA+_WalterN.eaf
S,se você conversar com os meus irmão você vai entender o que eu estou falando,S_ALCP_2018MA+_WalterN.eaf
S,eles vão eles mal vai responder essas pergunta aí,S_ALCP_2018MA+_WalterN.eaf
D1,é,S_ALCP_2018MA+_WalterN.eaf
S,nossa,S_ALCP_2018MA+_WalterN.eaf
S,talve é o que nem eu falei a minha irmã é muito parecida comigo porque realmente ela teve uma trajetória muito parecida com a minha,S_ALCP_2018MA+_WalterN.eaf
S,quase igual na verdade né,S_ALCP_2018MA+_WalterN.eaf
S,bem realmente bem parecido então ela vai ser,S_ALCP_2018MA+_WalterN.eaf
S,as muito experiente mas os meus outros irmão cara,S_ALCP_2018MA+_WalterN.eaf
D1,não,S_ALCP_2018MA+_WalterN.eaf
S,nossa são muito,S_ALCP_2018MA+_WalterN.eaf
S,naque na deles sabe eles não vai saber responder,S_ALCP_2018MA+_WalterN.eaf
D1,uhum,S_ALCP_2018MA+_WalterN.eaf
S,eu acho que eles não vão ter,S_ALCP_2018MA+_WalterN.eaf
S,nem querer conversar com você pra falar a verdade,S_ALCP_2018MA+_WalterN.eaf
S,entendeu,S_ALCP_2018MA+_WalterN.eaf
D1,ai ai,S_ALCP_2018MA+_WalterN.eaf
S,mas é isso,S_ALCP_2018MA+_WalterN.eaf
D1,depois a gente tenta,S_ALCP_2018MA+_WalterN.eaf
S,pronto,S_ALCP_2018MA+_WalterN.eaf
D1,e se você ganhasse na mega sena o que você faria,S_ALCP_2018MA+_WalterN.eaf
S,cara eu já pensei tanto nisso é meu sonho vicioso mas é questão de,S_ALCP_2018MA+_WalterN.eaf
D1,já,S_ALCP_2018MA+_WalterN.eaf
S,sabe de querer ajudar,S_ALCP_2018MA+_WalterN.eaf
S,as pessoas,S_ALCP_2018MA+_WalterN.eaf
S,eu ia eu ia ten eu ia tentar,S_ALCP_2018MA+_WalterN.eaf
S,se eu tivesse se eu ganhasse eu não sei,S_ALCP_2018MA+_WalterN.eaf
S,eu joguei num bolão vai que go vai que cola né,S_ALCP_2018MA+_WalterN.eaf
D1,é,S_ALCP_2018MA+_WalterN.eaf
S,mas assim,S_ALCP_2018MA+_WalterN.eaf
S,eu ia tentar ajudar,S_ALCP_2018MA+_WalterN.eaf
S,as pessoas minha família,S_ALCP_2018MA+_WalterN.eaf
S,né,S_ALCP_2018MA+_WalterN.eaf
S,e realmente ajudar as pessoas,S_ALCP_2018MA+_WalterN.eaf
S,ajudar mesmo é claro que eu ia ter um pouco de luxo aqui,S_ALCP_2018MA+_WalterN.eaf
D1,uhum,S_ALCP_2018MA+_WalterN.eaf
S,que também né,S_ALCP_2018MA+_WalterN.eaf
S,imaginar cara,S_ALCP_2018MA+_WalterN.eaf
D1,sim,S_ALCP_2018MA+_WalterN.eaf
S,na boa,S_ALCP_2018MA+_WalterN.eaf
S,piscina bacana,S_ALCP_2018MA+_WalterN.eaf
D1,você teve essa sorte né,S_ALCP_2018MA+_WalterN.eaf
D1,tem que aproveitar,S_ALCP_2018MA+_WalterN.eaf
S,tem que aproveitar,S_ALCP_2018MA+_WalterN.eaf
ROTEIRO,TRABALHO,S_ALCP_2018MB-_ArthurG.eaf
D1,e você traba você trabalha aqui por per aqui por perto do seu bairro,S_ALCP_2018MB-_ArthurG.eaf
S,é aqui no centro,S_ALCP_2018MB-_ArthurG.eaf
S,de holambra,S_ALCP_2018MB-_ArthurG.eaf
D1,entendi você trabalha com quê,S_ALCP_2018MB-_ArthurG.eaf
S,eu trabalho no restaurante,S_ALCP_2018MB-_ArthurG.eaf
D1,o,S_ALCP_2018MB-_ArthurG.eaf
S,serviços gerais lá,S_ALCP_2018MB-_ArthurG.eaf
D1,ah,S_ALCP_2018MB-_ArthurG.eaf
D1,entendi,S_ALCP_2018MB-_ArthurG.eaf
D1,e como que você faz pra chegar no seu trabalho,S_ALCP_2018MB-_ArthurG.eaf
D1,tal,S_ALCP_2018MB-_ArthurG.eaf
S,eu vou a pé mesmo é pertinho é,S_ALCP_2018MB-_ArthurG.eaf
D1,você vai a pé,S_ALCP_2018MB-_ArthurG.eaf
D1,entendi,S_ALCP_2018MB-_ArthurG.eaf
D1,e vo vo eh faz tem acho que não faz muito tempo né você está aqui há dois meses,S_ALCP_2018MB-_ArthurG.eaf
S,vai fazer dois meses que eu estou lá eu fiquei trinta dias parado quando eu cheguei aqui,S_ALCP_2018MB-_ArthurG.eaf
S,trinta dias certinho eu comecei a trabalhar,S_ALCP_2018MB-_ArthurG.eaf
D1,e você gosta do seu trabalho lá,S_ALCP_2018MB-_ArthurG.eaf
S,estou gostando,S_ALCP_2018MB-_ArthurG.eaf
S,o pessoal também é bem legal do restaurante,S_ALCP_2018MB-_ArthurG.eaf
S,super gente boa,S_ALCP_2018MB-_ArthurG.eaf
D1,e como que é a convivência assim com eles,S_ALCP_2018MB-_ArthurG.eaf
S,ah se torna todo mundo amigo a fa é como se fo se torna bem próximo todo mundo os funcionários o dono também é bastante educado,S_ALCP_2018MB-_ArthurG.eaf
D1,e tem outros nordestinos trabalhando no restaurante,S_ALCP_2018MB-_ArthurG.eaf
S,só tem uma,S_ALCP_2018MB-_ArthurG.eaf
S,pesso tem outra tem uma menina no escritório,S_ALCP_2018MB-_ArthurG.eaf
D1,ai,S_ALCP_2018MB-_ArthurG.eaf
D1,e você se sente reconhecido você se sente bem no que você faz até agora você está se sentindo bem,S_ALCP_2018MB-_ArthurG.eaf
S,sim,S_ALCP_2018MB-_ArthurG.eaf
S,estou,S_ALCP_2018MB-_ArthurG.eaf
S,o pessoal me o pessoal lá de vez em quando me elogia,S_ALCP_2018MB-_ArthurG.eaf
S,que eu não sou eu assim eu nunca sou de ficar esperando ninguém estar mandando,S_ALCP_2018MB-_ArthurG.eaf
S,eu tento fazer pro por onde não ficarem pegando no meu pé,S_ALCP_2018MB-_ArthurG.eaf
S,sempre fui assim,S_ALCP_2018MB-_ArthurG.eaf
D1,e você pensa em alcançar outro cargo lá dentro,S_ALCP_2018MB-_ArthurG.eaf
S,até agora eu não vou não vou mentir eu não,S_ALCP_2018MB-_ArthurG.eaf
S,pensei nisso não,S_ALCP_2018MB-_ArthurG.eaf
S,mas,S_ALCP_2018MB-_ArthurG.eaf
S,po eh o como é que se diz,S_ALCP_2018MB-_ArthurG.eaf
S,pode ser né,S_ALCP_2018MB-_ArthurG.eaf
D1,se acontecer por que não,S_ALCP_2018MB-_ArthurG.eaf
S,por que não,S_ALCP_2018MB-_ArthurG.eaf
D1,e qual seria sua profissão dos sonhos,S_ALCP_2018MB-_ArthurG.eaf
S,ah não,S_ALCP_2018MB-_ArthurG.eaf
S,nunca tive essa espectativa de de,S_ALCP_2018MB-_ArthurG.eaf
D1,alguma coisa assim que você sempre quis fazer,S_ALCP_2018MB-_ArthurG.eaf
S,é,S_ALCP_2018MB-_ArthurG.eaf
S,xxx,S_ALCP_2018MB-_ArthurG.eaf
S,eu sempre trabalhei lá em alagoas assim a gente morava assim na na cidade de arapiraca só que a gente sempre trabalhou de roça,S_ALCP_2018MB-_ArthurG.eaf
S,lá,S_ALCP_2018MB-_ArthurG.eaf
S,era com plantando fumo mandioca essas coisa aí eu nunca,S_ALCP_2018MB-_ArthurG.eaf
S,estimulei arrumar um emprego aí vim pra cá,S_ALCP_2018MB-_ArthurG.eaf
S,quando resolvi,S_ALCP_2018MB-_ArthurG.eaf
S,aí eu disse eu vou dar uma volta passar um tempo fora,S_ALCP_2018MB-_ArthurG.eaf
S,chegou aqui deu de cara com o restaurante,S_ALCP_2018MB-_ArthurG.eaf
S,aí eu fui chamado,S_ALCP_2018MB-_ArthurG.eaf
D1,e lá você trabalhava a com quantos anos você começou a trabalhar em arapiraca,S_ALCP_2018MB-_ArthurG.eaf
S,ah novo,S_ALCP_2018MB-_ArthurG.eaf
S,com uns catorze quinze anos já ajudava,S_ALCP_2018MB-_ArthurG.eaf
D1,você ajudava na roça,S_ALCP_2018MB-_ArthurG.eaf
S,já,S_ALCP_2018MB-_ArthurG.eaf
D1,e até você vim pra cá,S_ALCP_2018MB-_ArthurG.eaf
S,é sempre foi com roça,S_ALCP_2018MB-_ArthurG.eaf
D1,entendi,S_ALCP_2018MB-_ArthurG.eaf
D1,e,S_ALCP_2018MB-_ArthurG.eaf
ROTEIRO,TRABALHO,S_ALCP_2018MB-_RicardoR.eaf
D1,e,S_ALCP_2018MB-_RicardoR.eaf
D1,então o seu você trabalha aqui perto né no bar,S_ALCP_2018MB-_RicardoR.eaf
S,é,S_ALCP_2018MB-_RicardoR.eaf
D1,antes você trabalhava com quê,S_ALCP_2018MB-_RicardoR.eaf
S,com estufa,S_ALCP_2018MB-_RicardoR.eaf
D1,ah você trabalhava nas das flores e tal,S_ALCP_2018MB-_RicardoR.eaf
S,é,S_ALCP_2018MB-_RicardoR.eaf
D1,entendi,S_ALCP_2018MB-_RicardoR.eaf
D1,e,S_ALCP_2018MB-_RicardoR.eaf
