V1,V4,V5
S,é,S_ALCP_2018MB+_JorgeS.eaf
D1,foi antes,S_ALCP_2018MB+_JorgeS.eaf
S,foi antes <a>,S_ALCP_2018MB+_JorgeS.eaf
D1,e foi i é isso basicamente os lugares que você já esteve basicamente assim tipo,S_ALCP_2018MB+_JorgeS.eaf
S,é o mais <0> longe que teve fora daqui foi isso mesmo <0> falar a verdade assim,S_ALCP_2018MB+_JorgeS.eaf
D1,é,S_ALCP_2018MB+_JorgeS.eaf
S,e não tem aquela ilusão assim ah vamos <0> pra estados <p> <a> unido va vamos <0> pra não sei onde moça,S_ALCP_2018MB+_JorgeS.eaf
D1,e quan,S_ALCP_2018MB+_JorgeS.eaf
D1,sim,S_ALCP_2018MB+_JorgeS.eaf
S,fora isso é aqui moça porque muita gente quer ir não sei na onde sei na onde ver um torre,S_ALCP_2018MB+_JorgeS.eaf
D1,sim,S_ALCP_2018MB+_JorgeS.eaf
S,eu não sou apaixonado por isso,S_ALCP_2018MB+_JorgeS.eaf
S,sou apaixonado pelo meu pais <h> mesmo <0> na realidade,S_ALCP_2018MB+_JorgeS.eaf
D1,e que cidades você já morou,S_ALCP_2018MB+_JorgeS.eaf
S,na realidade a não ser tolitão aqui mesmo <0> né,S_ALCP_2018MB+_JorgeS.eaf
D1,aqui em holambra mesmo xxx,S_ALCP_2018MB+_JorgeS.eaf
S,é só mesmo <0>,S_ALCP_2018MB+_JorgeS.eaf
D1,ah é,S_ALCP_2018MB+_JorgeS.eaf
S,ou no interior de itapira,S_ALCP_2018MB+_JorgeS.eaf
D1,itapira você ficou quanto tempo,S_ALCP_2018MB+_JorgeS.eaf
S,passei,S_ALCP_2018MB+_JorgeS.eaf
S,uns <a> oito mês <0> lá,S_ALCP_2018MB+_JorgeS.eaf
S,povoado brumado é esse brumado eu não lembro direito,S_ALCP_2018MB+_JorgeS.eaf
D1,foi antes ou depois de você vir pra cá,S_ALCP_2018MB+_JorgeS.eaf
S,foi antes <0> de vim pra cá foi a minha primeira viagem na época que eu vim pra cá,S_ALCP_2018MB+_JorgeS.eaf
D1,foi isso,S_ALCP_2018MB+_JorgeS.eaf
D1,daí você ficou e voltou,S_ALCP_2018MB+_JorgeS.eaf
S,eu fiquei lá,S_ALCP_2018MB+_JorgeS.eaf
S,aí passei uhn uns <a> oito mês <0> e depois <0> desci <a> pro nordeste <0>,S_ALCP_2018MB+_JorgeS.eaf
S,era novo mas <a> eu só que era muito sem vergonha,S_ALCP_2018MB+_JorgeS.eaf
D1,ah,S_ALCP_2018MB+_JorgeS.eaf
S,gostava <p> muito de forró que até hoje eu gosto <a> na realidade sempre,S_ALCP_2018MB+_JorgeS.eaf
D1,você veio veio pra itapira com quantos anos,S_ALCP_2018MB+_JorgeS.eaf
S,nossa eu era de menor ainda,S_ALCP_2018MB+_JorgeS.eaf
D1,eita,S_ALCP_2018MB+_JorgeS.eaf
S,era tinha dezesseis <0> ano naquela época era,S_ALCP_2018MB+_JorgeS.eaf
D1,dezesseis,S_ALCP_2018MB+_JorgeS.eaf
D1,nossa,S_ALCP_2018MB+_JorgeS.eaf
D1,e pra cá você veio,S_ALCP_2018MB+_JorgeS.eaf
D1,com você falou que era trinta e dois,S_ALCP_2018MB+_JorgeS.eaf
S,com vinte e poucos <a> ano vamos <0> dizer assim que eu vim não sei se era vinte e dois <0> ou vinte e três <0>,S_ALCP_2018MB+_JorgeS.eaf
D1,acho que vinte e três,S_ALCP_2018MB+_JorgeS.eaf
S,xxx,S_ALCP_2018MB+_JorgeS.eaf
D1,e tem e que lugares no brasil você gostaria de visitar,S_ALCP_2018MB+_JorgeS.eaf
S,se eu tivesse condições <h> o brasil inteiro,S_ALCP_2018MB+_JorgeS.eaf
D1,o brasil inteiro,S_ALCP_2018MB+_JorgeS.eaf
S,é,S_ALCP_2018MB+_JorgeS.eaf
D1,não tem um especial assim que você fala nossa eu queria muito ir pra esse lugar,S_ALCP_2018MB+_JorgeS.eaf
S,olha filha de deus <0> pra falar a verdade,S_ALCP_2018MB+_JorgeS.eaf
S,tem muitos <a>,S_ALCP_2018MB+_JorgeS.eaf
S,mas <0> se eu pudesse que nem eu vejo muitos <a> eu fico até emocionado às <0> vez <a>,S_ALCP_2018MB+_JorgeS.eaf
S,que muita gente tem carro tudo tudo é capitadinho né,S_ALCP_2018MB+_JorgeS.eaf
S,viaja,S_ALCP_2018MB+_JorgeS.eaf
S,passa uma temporada  ah vamos <0> passar uma temporada aqui,S_ALCP_2018MB+_JorgeS.eaf
S,vamos <0> embora pra são paulo suponho pro centro mesmo <0>,S_ALCP_2018MB+_JorgeS.eaf
S,tem muita gente né foz <0> do iguaçu tudo,S_ALCP_2018MB+_JorgeS.eaf
S,até eu fui uma vez <0> pra bandeirantes <0>,S_ALCP_2018MB+_JorgeS.eaf
S,mais <0> um colega meu,S_ALCP_2018MB+_JorgeS.eaf
S,paraná,S_ALCP_2018MB+_JorgeS.eaf
D1,paraná ah sim,S_ALCP_2018MB+_JorgeS.eaf
S,é bandeirantes <0> eu fui até lá o,S_ALCP_2018MB+_JorgeS.eaf
S,a viagem mais <0> longa que eu fui falar a verdade,S_ALCP_2018MB+_JorgeS.eaf
S,fui numa noite e voltei no mesmo <0> dia né,S_ALCP_2018MB+_JorgeS.eaf
D1,e você foi com um colega seu mas você foi lá fazer o quê ou só passear ou só,S_ALCP_2018MB+_JorgeS.eaf
S,fui com um colega meu que ele foi buscar <a> uma cunhada dele estava <e> separada pra lá mas <0> estava <e> desamparada tudo da família do namorado do ex-marido <a> dela,S_ALCP_2018MB+_JorgeS.eaf
D1,ah,S_ALCP_2018MB+_JorgeS.eaf
S,aí o pai dela,S_ALCP_2018MB+_JorgeS.eaf
S,foi lá eh,S_ALCP_2018MB+_JorgeS.eaf
S,ele até soube com um colega meu aí falou vai lá buscar <0> assim assado aí passou tudo bonitinho o endereço tudo,S_ALCP_2018MB+_JorgeS.eaf
S,a gente foi,S_ALCP_2018MB+_JorgeS.eaf
S,aí saindo daqui era duas <0> hora da manhã,S_ALCP_2018MB+_JorgeS.eaf
S,aí chegamos <0> lá oito hora aí demoramos <0> uma hora,S_ALCP_2018MB+_JorgeS.eaf
S,voltemos <0> de lá pra cá,S_ALCP_2018MB+_JorgeS.eaf
D1,entendi foi um bate e volta,S_ALCP_2018MB+_JorgeS.eaf
S,é um bate e volta só,S_ALCP_2018MB+_JorgeS.eaf
S,foi o lugar mais <0> longe que eu fui assim né,S_ALCP_2018MB+_JorgeS.eaf
D1,no paraná então,S_ALCP_2018MB+_JorgeS.eaf
S,no paraná,S_ALCP_2018MB+_JorgeS.eaf
ROTEIRO,LAZER,S_ALCP_2018MB-_ArthurG.eaf
D1,que que você costuma fazer,S_ALCP_2018MB-_ArthurG.eaf
D1,desde que você chegou,S_ALCP_2018MB-_ArthurG.eaf
S,ah,S_ALCP_2018MB-_ArthurG.eaf
S,nas horas de lazer aqui,S_ALCP_2018MB-_ArthurG.eaf
S,como eu trabalho no restaurante é meio complicado né,S_ALCP_2018MB-_ArthurG.eaf
S,agora no carnaval teve esses teve esses eventos a gente já chegava meia noite porque fechava tarde lá,S_ALCP_2018MB-_ArthurG.eaf
S,quando a gente chegava estava acabando,S_ALCP_2018MB-_ArthurG.eaf
S,aí pronto hoje é folga,S_ALCP_2018MB-_ArthurG.eaf
S,aí hoje,S_ALCP_2018MB-_ArthurG.eaf
S,dormi até agora,S_ALCP_2018MB-_ArthurG.eaf
S,hoje inclusive é a minha folga e a folga dele que ele trabalha em restaurante também,S_ALCP_2018MB-_ArthurG.eaf
D1,nossa a folga de vocês coincidiu então,S_ALCP_2018MB-_ArthurG.eaf
S,é,S_ALCP_2018MB-_ArthurG.eaf
D1,e você,S_ALCP_2018MB-_ArthurG.eaf
D1,mas então você não saiu muito,S_ALCP_2018MB-_ArthurG.eaf
D1,até agora,S_ALCP_2018MB-_ArthurG.eaf
S,não,S_ALCP_2018MB-_ArthurG.eaf
S,muito pouco,S_ALCP_2018MB-_ArthurG.eaf
D1,mas que que você acha do das opções que você ouve as pessoas falando assim que você vê por exemplo no carnaval você acha que são opções boas o que que tem assim então,S_ALCP_2018MB-_ArthurG.eaf
S,em relação a alagoas as festas daqui são mais paradas lá,S_ALCP_2018MB-_ArthurG.eaf
S,a gente costuma,S_ALCP_2018MB-_ArthurG.eaf
S,carnaval mesmo lá,S_ALCP_2018MB-_ArthurG.eaf
S,na sexta-feira aí a cidade para,S_ALCP_2018MB-_ArthurG.eaf
S,só volta na quarta-feira de cinzas como se diz depois do almoço,S_ALCP_2018MB-_ArthurG.eaf
S,restante dos dia só feriado dá feriado pra todo mundo,S_ALCP_2018MB-_ArthurG.eaf
D1,aqui não,S_ALCP_2018MB-_ArthurG.eaf
S,aqui não,S_ALCP_2018MB-_ArthurG.eaf
S,aqui não tem feriado não,S_ALCP_2018MB-_ArthurG.eaf
S,todo mundo trabalhando,S_ALCP_2018MB-_ArthurG.eaf
D1,e até quarta-feira de cinzas fica tendo festa,S_ALCP_2018MB-_ArthurG.eaf
S,é e sempre tem festa,S_ALCP_2018MB-_ArthurG.eaf
S,nas localidades em um canto em outro como as cidades,S_ALCP_2018MB-_ArthurG.eaf
D1,e você ia bastante,S_ALCP_2018MB-_ArthurG.eaf
S,ia,S_ALCP_2018MB-_ArthurG.eaf
S,sinto um pouco de falta,S_ALCP_2018MB-_ArthurG.eaf
S,de lá mas está dando pra aguentar,S_ALCP_2018MB-_ArthurG.eaf
D1,e de fim de semana também tinha bastante coisa lá,S_ALCP_2018MB-_ArthurG.eaf
S,é,S_ALCP_2018MB-_ArthurG.eaf
S,fim de semana tem bastante co tem bastante opção,S_ALCP_2018MB-_ArthurG.eaf
D1,entendi,S_ALCP_2018MB-_ArthurG.eaf
D1,aqui é mais parado,S_ALCP_2018MB-_ArthurG.eaf
S,mais parado,S_ALCP_2018MB-_ArthurG.eaf
D1,acho que por estar muito ali tipo bem no interior de são paulo também,S_ALCP_2018MB-_ArthurG.eaf
S,é,S_ALCP_2018MB-_ArthurG.eaf
S,porque lá em são paulo mesmo o pessoal fala que é bem movimentado,S_ALCP_2018MB-_ArthurG.eaf
D1,sim,S_ALCP_2018MB-_ArthurG.eaf
D1,até em campinas,S_ALCP_2018MB-_ArthurG.eaf
D1,é mais movimentado,S_ALCP_2018MB-_ArthurG.eaf
D1,e,S_ALCP_2018MB-_ArthurG.eaf
D1,quais são seus amigos mais antigos,S_ALCP_2018MB-_ArthurG.eaf
D1,imagino que eles,S_ALCP_2018MB-_ArthurG.eaf
D1,estejam em alagoas,S_ALCP_2018MB-_ArthurG.eaf
S,ah,S_ALCP_2018MB-_ArthurG.eaf
S,estão em alagoas,S_ALCP_2018MB-_ArthurG.eaf
S,são primos o lá tem um primo que eu gosto muito o c o a que é outro a que não é esse,S_ALCP_2018MB-_ArthurG.eaf
S,são ba bastante amigos,S_ALCP_2018MB-_ArthurG.eaf
S,gosto pra caralho deles sempre se comunicam os dois,S_ALCP_2018MB-_ArthurG.eaf
D1,vocês conversam pela internet,S_ALCP_2018MB-_ArthurG.eaf
S,é,S_ALCP_2018MB-_ArthurG.eaf
D1,vocês conversam com frequência,S_ALCP_2018MB-_ArthurG.eaf
S,todo mês,S_ALCP_2018MB-_ArthurG.eaf
S,sempre sempre a gente está se falando,S_ALCP_2018MB-_ArthurG.eaf
D1,e você xxx teve assim durante a sua vida você teve o costume de viajar,S_ALCP_2018MB-_ArthurG.eaf
S,algumas viagens eu fiz,S_ALCP_2018MB-_ArthurG.eaf
S,lá em alagoas eu saí fui pra o ceará fui vim aqui pra bahia só que assim nada de trabalho só passeando às vezes,S_ALCP_2018MB-_ArthurG.eaf
D1,que lugares que você visitou,S_ALCP_2018MB-_ArthurG.eaf
S,na bahia fui pra paulo afonso,S_ALCP_2018MB-_ArthurG.eaf
S,pra o ceará fui até juazeiro do norte,S_ALCP_2018MB-_ArthurG.eaf
S,as cidade de alagoas eu conheci quase todas,S_ALCP_2018MB-_ArthurG.eaf
D1,sério,S_ALCP_2018MB-_ArthurG.eaf
D1,e era tipo passeando assim,S_ALCP_2018MB-_ArthurG.eaf
S,era,S_ALCP_2018MB-_ArthurG.eaf
S,aos domingo às vezes juntava uma turminha e vamos conhecer a cidade tal,S_ALCP_2018MB-_ArthurG.eaf
D1,que legal,S_ALCP_2018MB-_ArthurG.eaf
D1,e te que lugares que você gostaria de conhecer,S_ALCP_2018MB-_ArthurG.eaf
S,aonde aqui você fala,S_ALCP_2018MB-_ArthurG.eaf
D1,qualquer lugar no brasi eh em são paulo no brasil,S_ALCP_2018MB-_ArthurG.eaf
D1,fora do brasil também,S_ALCP_2018MB-_ArthurG.eaf
D1,faz uma listinha,S_ALCP_2018MB-_ArthurG.eaf
S,fora do brasil nem,S_ALCP_2018MB-_ArthurG.eaf
S,eu não arriscaria,S_ALCP_2018MB-_ArthurG.eaf
S,não assim eu estou com uma curiosidade de conhecer o centro,S_ALCP_2018MB-_ArthurG.eaf
S,daqui de são paulo,S_ALCP_2018MB-_ArthurG.eaf
S,que eu não conheci ainda que o pesso quando eu vim pra cá o pessoal viu que era um cidade enorme assim todos mas não aí tem as cidades do interior né,S_ALCP_2018MB-_ArthurG.eaf
D1,sim,S_ALCP_2018MB-_ArthurG.eaf
S,aí eu tenho essa curiosidade grande de conhecer o centro mesmo de são paulo,S_ALCP_2018MB-_ArthurG.eaf
D1,de ir pra capital,S_ALCP_2018MB-_ArthurG.eaf
S,de ir pra capital mesmo,S_ALCP_2018MB-_ArthurG.eaf
S,só isso,S_ALCP_2018MB-_ArthurG.eaf
D1,é bem diferente daqui muitos prédios,S_ALCP_2018MB-_ArthurG.eaf
S,é,S_ALCP_2018MB-_ArthurG.eaf
S,a gente vê né,S_ALCP_2018MB-_ArthurG.eaf
D1,e essa é a principal esse é o,S_ALCP_2018MB-_ArthurG.eaf
S,é,S_ALCP_2018MB-_ArthurG.eaf
S,não,S_ALCP_2018MB-_ArthurG.eaf
S,tem não,S_ALCP_2018MB-_ArthurG.eaf
D1,tudo bem,S_ALCP_2018MB-_ArthurG.eaf
S,está jóia,S_ALCP_2018MB-_ArthurG.eaf
S,está certo,S_ALCP_2018MB-_ArthurG.eaf
D1,tchau,S_ALCP_2018MB-_ArthurG.eaf
D1,deixa eu esperar ele sair,S_ALCP_2018MB-_ArthurG.eaf
S,psiu v,S_ALCP_2018MB-_ArthurG.eaf
S,xxx,S_ALCP_2018MB-_ArthurG.eaf
S,complicado,S_ALCP_2018MB-_ArthurG.eaf
ROTEIRO,LAZER,S_ALCP_2018MB-_RicardoR.eaf
D1,e nas horas de lazer,S_ALCP_2018MB-_RicardoR.eaf
D1,você falou que ultimamente você está trabalhando bastante por causa do bar mas o que que você costuma fazer assim em holambra,S_ALCP_2018MB-_RicardoR.eaf
D1,com a sua família ou com amigos,S_ALCP_2018MB-_RicardoR.eaf
S,antigamente fazia ali em cima na praça,S_ALCP_2018MB-_RicardoR.eaf
S,uma vez <a> quando o rapazinho não tinha um bar a gente ia pra casa dele,S_ALCP_2018MB-_RicardoR.eaf
S,era assim no final de semana às <0> vez <a> ficar em casa,S_ALCP_2018MB-_RicardoR.eaf
S,quando ele não tinha o bar né,S_ALCP_2018MB-_RicardoR.eaf
S,que ele xxx fazia um churrasco <a> em casa aí eu ia pra lá pra casa dele,S_ALCP_2018MB-_RicardoR.eaf
S,às <0> vezes <a> eu não ia eu ia pra praça ali,S_ALCP_2018MB-_RicardoR.eaf
S,era isso todo final de semana,S_ALCP_2018MB-_RicardoR.eaf
D1,e você acha que aqui em holambra tem boas opções de lazer,S_ALCP_2018MB-_RicardoR.eaf
S,moça se tem eu não sei onde é que fica não viu porque eu não não sou muito de curtir aquelas <a> banda xxx,S_ALCP_2018MB-_RicardoR.eaf
D1,ah sim,S_ALCP_2018MB-_RicardoR.eaf
S,porque eu acho que as <a> parte de lazer é mais <0> pra ali ali pra aquelas <a> banda do centro ali eu não sou muito de ir pra ali não,S_ALCP_2018MB-_RicardoR.eaf
D1,e é mais caro ali pra ali também,S_ALCP_2018MB-_RicardoR.eaf
S,é,S_ALCP_2018MB-_RicardoR.eaf
S,holam holambra eu só só vou mesmo <0> lá quando é pra trocar um cheque não tem outra coisa mas <a>,S_ALCP_2018MB-_RicardoR.eaf
S,de assim sair pra lazer holambra aí,S_ALCP_2018MB-_RicardoR.eaf
S,não é não é esse lugar tão todo animado não,S_ALCP_2018MB-_RicardoR.eaf
D1,e você acha que por aqui mesmo você não indo muito pra lá por aqui tem tudo que você precisa assim em questão de,S_ALCP_2018MB-_RicardoR.eaf
S,tem,S_ALCP_2018MB-_RicardoR.eaf
D1,supermercado essas coisas,S_ALCP_2018MB-_RicardoR.eaf
S,tem tudo supermercado aço o que está <e> faltando é uma po a farmácia,S_ALCP_2018MB-_RicardoR.eaf
S,daí tem açougue tem farmácia,S_ALCP_2018MB-_RicardoR.eaf
S,ou tem padaria,S_ALCP_2018MB-_RicardoR.eaf
S,tem tudo,S_ALCP_2018MB-_RicardoR.eaf
S,tem né supermercado,S_ALCP_2018MB-_RicardoR.eaf
S,tem um postinho <p> ali embaixo,S_ALCP_2018MB-_RicardoR.eaf
S,que só tinha o da holambra mas <a> tinha um ali embaixo já,S_ALCP_2018MB-_RicardoR.eaf
S,é bom,S_ALCP_2018MB-_RicardoR.eaf
S,só está <e> faltando uma farmácia que fica pra ficar mais <a> perto né,S_ALCP_2018MB-_RicardoR.eaf
S,o posto <p> de saúde eu não sei se funciona vinte e quatro hora,S_ALCP_2018MB-_RicardoR.eaf
S,mas <0> mesmo <0> assim,S_ALCP_2018MB-_RicardoR.eaf
S,é bom só aqui o que que falta é a farmácia mesmo <h>,S_ALCP_2018MB-_RicardoR.eaf
D1,sim sim,S_ALCP_2018MB-_RicardoR.eaf
D1,e você,S_ALCP_2018MB-_RicardoR.eaf
D1,eh quais são seus amigos mais antigos,S_ALCP_2018MB-_RicardoR.eaf
D1,eles estão aqui eles estão lá,S_ALCP_2018MB-_RicardoR.eaf
S,estão <e>,S_ALCP_2018MB-_RicardoR.eaf
D1,eles estão aqui,S_ALCP_2018MB-_RicardoR.eaf
S,estão <e> todos <a> aqui,S_ALCP_2018MB-_RicardoR.eaf
D1,e eles são de alagoas,S_ALCP_2018MB-_RicardoR.eaf
S,os <a> amigo mais <h> antigo assim de de dois <0> mil e treze pra cá né,S_ALCP_2018MB-_RicardoR.eaf
S,o de lá os <a> de lá eu nem nem nem conheço mais <a> os <a> cara quando o cabra chega lá,S_ALCP_2018MB-_RicardoR.eaf
D1,é,S_ALCP_2018MB-_RicardoR.eaf
S,mas <a> os <a>,S_ALCP_2018MB-_RicardoR.eaf
S,de dois <0> mil dois <0> mil e treze pra cá está <e> tudo aqui,S_ALCP_2018MB-_RicardoR.eaf
D1,você não manteve contato com os de alagoas,S_ALCP_2018MB-_RicardoR.eaf
S,quer dizer tive né mas <a>,S_ALCP_2018MB-_RicardoR.eaf
S,não é aquela amizade que a gente tinha antigamente quando era moleque né,S_ALCP_2018MB-_RicardoR.eaf
D1,sim,S_ALCP_2018MB-_RicardoR.eaf
S,e quando a gente vai crescendo <a>  eles <a> vão se xxx vai se espalhando <a> não fica mais <0> na onde morava,S_ALCP_2018MB-_RicardoR.eaf
S,que eu tenho colega aqui tenho colega em pernambuco,S_ALCP_2018MB-_RicardoR.eaf
S,só que,S_ALCP_2018MB-_RicardoR.eaf
D1,ah é,S_ALCP_2018MB-_RicardoR.eaf
S,pernambuco lá era nossa infância né e aqui é tudo que que que eu já arrumei,S_ALCP_2018MB-_RicardoR.eaf
S,já grande já,S_ALCP_2018MB-_RicardoR.eaf
D1,entendi,S_ALCP_2018MB-_RicardoR.eaf
ROTEIRO,LAZER,S_ALCP_2018MB-_RicardoR.eaf
D1,e você você costuma viajar ou,S_ALCP_2018MB-_RicardoR.eaf
S,pra o,S_ALCP_2018MB-_RicardoR.eaf
D1,você já foi,S_ALCP_2018MB-_RicardoR.eaf
D1,você já foi pra várias cidades tipo mudando assim você já conheceu bastante lugares né,S_ALCP_2018MB-_RicardoR.eaf
S,não,S_ALCP_2018MB-_RicardoR.eaf
S,é eu conheço um bocado de lugares <h> né,S_ALCP_2018MB-_RicardoR.eaf
S,só que eu não sou muito de viajar não sabe,S_ALCP_2018MB-_RicardoR.eaf
D1,viajar mesmo não,S_ALCP_2018MB-_RicardoR.eaf
S,eu vi eu viajo assim só pra,S_ALCP_2018MB-_RicardoR.eaf
S,porque negócio de mudança né vou morar ali morar ali,S_ALCP_2018MB-_RicardoR.eaf
D1,sim,S_ALCP_2018MB-_RicardoR.eaf
S,mas <0> pra viajar não,S_ALCP_2018MB-_RicardoR.eaf
D1,você falou de,S_ALCP_2018MB-_RicardoR.eaf
D1,ribeirão preto,S_ALCP_2018MB-_RicardoR.eaf
S,não,S_ALCP_2018MB-_RicardoR.eaf
D1,não,S_ALCP_2018MB-_RicardoR.eaf
S,são josé dos <a> campo,S_ALCP_2018MB-_RicardoR.eaf
D1,são josé dos campos,S_ALCP_2018MB-_RicardoR.eaf
D1,e qual é a outra cidade que você já,S_ALCP_2018MB-_RicardoR.eaf
S,em vinhedo,S_ALCP_2018MB-_RicardoR.eaf
D1,vinhedo,S_ALCP_2018MB-_RicardoR.eaf
S,são josé dos <a> campo vinhedo,S_ALCP_2018MB-_RicardoR.eaf
S,bragança paulista <p>,S_ALCP_2018MB-_RicardoR.eaf
D1,ah sim,S_ALCP_2018MB-_RicardoR.eaf
S,são bernardo dos <a> campo eu já morei lá também,S_ALCP_2018MB-_RicardoR.eaf
D1,nossa,S_ALCP_2018MB-_RicardoR.eaf
D1,você já passeou pelo estado de são paulo,S_ALCP_2018MB-_RicardoR.eaf
S,um pouquinho,S_ALCP_2018MB-_RicardoR.eaf
ROTEIRO,LAZER,S_ALCP_2018MB-_RicardoR.eaf
D1,e aí eu perguntou se você já viajou outro qual quais lugares que você gostaria de viajar,S_ALCP_2018MB-_RicardoR.eaf
S,viajar,S_ALCP_2018MB-_RicardoR.eaf
D1,é,S_ALCP_2018MB-_RicardoR.eaf
S,rapaz <0> eu acho que nenhum não,S_ALCP_2018MB-_RicardoR.eaf
D1,nenhum não tem nada nenhum lugar que você fala nossa eu gostaria de um dia ir pra esse lugar,S_ALCP_2018MB-_RicardoR.eaf
S,uhn-uhn,S_ALCP_2018MB-_RicardoR.eaf
ROTEIRO,LAZER,S_PBCP_2017FA+_EdileneB.eaf
D1,e bom e o que que você costuma fazer nas horas de lazer com a sua família assim você falou pra mim que você não sai muito de casa,S_PBCP_2017FA+_EdileneB.eaf
S,não tem uma área de lazer aqui o meu esposo não gosta muito de passear eu sou batedeira de perna eu amo passear,S_PBCP_2017FA+_EdileneB.eaf
D1,uhum,S_PBCP_2017FA+_EdileneB.eaf
S,por isso que eu escolhi campinas pra mim morar porque campinas eu acho bacana pra passear,S_PBCP_2017FA+_EdileneB.eaf
D1,você acha que tem bastante coisa aqui,S_PBCP_2017FA+_EdileneB.eaf
S,acho área de lazer tem,S_PBCP_2017FA+_EdileneB.eaf
S,diferente da a falou eu acredito que tenha tem mingone tem taquaral tem vida nova tem hortolândia tem tanto lugar pra você passear em área de lazer,S_PBCP_2017FA+_EdileneB.eaf
D1,que que,S_PBCP_2017FA+_EdileneB.eaf
S,é muito gostoso,S_PBCP_2017FA+_EdileneB.eaf
S,foi uma das coisa que me atraiu aqui em campinas,S_PBCP_2017FA+_EdileneB.eaf
D1,é,S_PBCP_2017FA+_EdileneB.eaf
S,quando eu ia pra treze de maio pra pra pra pro centro ali pra fazer compras gente era o dia mais feliz da minha vida,S_PBCP_2017FA+_EdileneB.eaf
S,quando ia fazer compra de bijuteria naquelas lojinha de xing ling era tão gostoso,S_PBCP_2017FA+_EdileneB.eaf
S,é bom,S_PBCP_2017FA+_EdileneB.eaf
S,só que é difícil eu ir agora as coisa vai mudando,S_PBCP_2017FA+_EdileneB.eaf
D1,é gostoso,S_PBCP_2017FA+_EdileneB.eaf
S,a vida vai ficando mais agitada,S_PBCP_2017FA+_EdileneB.eaf
D1,é é,S_PBCP_2017FA+_EdileneB.eaf
S,o tempo vai ficando curto,S_PBCP_2017FA+_EdileneB.eaf
D1,os filho também né,S_PBCP_2017FA+_EdileneB.eaf
S,tsc o dinheiro também,S_PBCP_2017FA+_EdileneB.eaf
D1,o dinheiro sempre fica né,S_PBCP_2017FA+_EdileneB.eaf
S,o dinheiro sempre fica,S_PBCP_2017FA+_EdileneB.eaf
D1,e quais são os seus ma amigos mais antigos eles são daqui são de lá,S_PBCP_2017FA+_EdileneB.eaf
S,tenho amigos antigos de lá,S_PBCP_2017FA+_EdileneB.eaf
D1,de lá,S_PBCP_2017FA+_EdileneB.eaf
S,uhum,S_PBCP_2017FA+_EdileneB.eaf
D1,de quanto tempo de quando você era criança,S_PBCP_2017FA+_EdileneB.eaf
S,de da minha infância,S_PBCP_2017FA+_EdileneB.eaf
D1,é,S_PBCP_2017FA+_EdileneB.eaf
D1,e nenhum veio pra cá,S_PBCP_2017FA+_EdileneB.eaf
S,ai,S_PBCP_2017FA+_EdileneB.eaf
S,não,S_PBCP_2017FA+_EdileneB.eaf
S,o eh depois que eu me casei eu não posso ter amigos o meu marido,S_PBCP_2017FA+_EdileneB.eaf
S,eh ele,S_PBCP_2017FA+_EdileneB.eaf
S,não sei ele tem um jeito diferente ele não gosta que eu xxx,S_PBCP_2017FA+_EdileneB.eaf
D1,uhum,S_PBCP_2017FA+_EdileneB.eaf
S,mas eu amo fazer amizade escondido,S_PBCP_2017FA+_EdileneB.eaf
S,tipo com homem com homem é assim eu com homem eu não faço amizade,S_PBCP_2017FA+_EdileneB.eaf
S,eu converso converso converso longe dele,S_PBCP_2017FA+_EdileneB.eaf
S,mas se ele estiver com meu marido eu finjo que eu nem conheço porque eu não quero ser morta,S_PBCP_2017FA+_EdileneB.eaf
S,eu fui muito sofrida com meu marido,S_PBCP_2017FA+_EdileneB.eaf
S,eu estou bem com ele agora faz oito meses que ele parou de beber,S_PBCP_2017FA+_EdileneB.eaf
D1,é,S_PBCP_2017FA+_EdileneB.eaf
D1,ah é que bom,S_PBCP_2017FA+_EdileneB.eaf
S,mas mas eu já eu já fui tão sofrida nessa minha vida,S_PBCP_2017FA+_EdileneB.eaf
S,nossa,S_PBCP_2017FA+_EdileneB.eaf
S,eu não fui na delegacia da mulher porque não resolve,S_PBCP_2017FA+_EdileneB.eaf
S,ele só não ele só não batia em mim porque eu não deixava com medo dele bater em mim eu batia nele primeiro,S_PBCP_2017FA+_EdileneB.eaf
S,mas eu já sofri demais demais com meu marido,S_PBCP_2017FA+_EdileneB.eaf
S,uma superação eu estou vivendo com ele,S_PBCP_2017FA+_EdileneB.eaf
D1,que bom que vocês estão numa fase melhor agora né porque,S_PBCP_2017FA+_EdileneB.eaf
S,eu nunca nem passou pela minha cabeça assim de trair ele nunca porque eu acredito que,S_PBCP_2017FA+_EdileneB.eaf
S,que deus me deu ele e eu vou ter que aguentar até o final da vida e eu não quero ver meus filhos sem pai,S_PBCP_2017FA+_EdileneB.eaf
S,mas eu tive que impor limites eu tive que colocar limites e lutar tu com todas as forças,S_PBCP_2017FA+_EdileneB.eaf
S,hoje se você vê eu sem aliança é que eu amassei joguei fora celular dele tudo,S_PBCP_2017FA+_EdileneB.eaf
S,tudo que estava ao meu alcance eu sou muito brava,S_PBCP_2017FA+_EdileneB.eaf
S,sou mesmo sou muito brava assim como eu tenho o meu lado bom eu tenho o meu lado ruim assim de ser muito nervosa,S_PBCP_2017FA+_EdileneB.eaf
D1,aham,S_PBCP_2017FA+_EdileneB.eaf
S,muito brava quando eu entro numa briga assim eu não quero perder,S_PBCP_2017FA+_EdileneB.eaf
