ARQUIVO,TRILHA,OCORRENCIA
S_ALCP_2018MB+_JorgeS.eaf,S,se pre se prejudica mesmo 
S_ALCP_2018MB+_JorgeS.eaf,D1,sim
S_ALCP_2018MB+_JorgeS.eaf,D1,e você gostaria de alcançar algum outro cargo alguma coisa
S_ALCP_2018MB+_JorgeS.eaf,S,pra falar a verdade filha de deus 
S_ALCP_2018MB+_JorgeS.eaf,S,nem eu sei eeu nunca penso assim ah eu vou arrumar outro serviço porque eu sei que é difícil né
S_ALCP_2018MB+_JorgeS.eaf,S,na realidade
S_ALCP_2018MB+_JorgeS.eaf,D1,e esse você já está faz bastante tempo né
S_ALCP_2018MB+_JorgeS.eaf,D1,mas você não consegue ter uma ideia assim quem são mesmo se forem pessoas do serviço só quem você mais conversa mesmo assim
S_ALCP_2018MB+_JorgeS.eaf,D1,durante a semana
S_ALCP_2018MB+_JorgeS.eaf,D1,alguma coisa assim
S_ALCP_2018MB+_JorgeS.eaf,S,olha filha de deus se eu pudesse eu conversava direto com os meu pai e com a minha mãe né
S_ALCP_2018MB+_JorgeS.eaf,S,ou com meu filho né mas aquilo
S_ALCP_2018MB+_JorgeS.eaf,S,a na hora que eu estou
S_ALCP_2018MB+_JorgeS.eaf,S,estou podendo
S_ALCP_2018MB+_JorgeS.eaf,S,lá não está podendo
S_ALCP_2018MB+_JorgeS.eaf,D1,quem
S_ALCP_2018MB+_JorgeS.eaf,S,e cada um tem um tem um
S_ALCP_2018MB+_JorgeS.eaf,D1,tem horários diferentes né sim
S_ALCP_2018MB+_JorgeS.eaf,S,é horário diferente
S_ALCP_2018MB+_JorgeS.eaf,S,aí fica difícil
S_ALCP_2018MB+_JorgeS.eaf,S,falar a verdade
S_ALCP_2018MB+_JorgeS.eaf,D1,falta umas cinco pessoas
S_ALCP_2018MB+_JorgeS.eaf,S,então mas
S_ALCP_2018MB-_ArthurG.eaf,D1,e como que você faz pra chegar no seu trabalho
S_ALCP_2018MB-_ArthurG.eaf,D1,tal
S_ALCP_2018MB-_ArthurG.eaf,S,eu vou a pé mesmo é pertinho é
S_ALCP_2018MB-_ArthurG.eaf,D1,você vai a pé
S_ALCP_2018MB-_ArthurG.eaf,D1,entendi
S_ALCP_2018MB-_ArthurG.eaf,D1,e vo vo eh faz tem acho que não faz muito tempo né você está aqui há dois meses
S_ALCP_2018MB-_ArthurG.eaf,S,vai fazer dois meses que eu estou lá eu fiquei trinta dias parado quando eu cheguei aqui
S_ALCP_2018MB-_ArthurG.eaf,S,trinta dias certinho eu comecei a trabalhar
S_ALCP_2018MB-_ArthurG.eaf,D1,e você gosta do seu trabalho lá
S_ALCP_2018MB-_ArthurG.eaf,S,estou gostando
S_ALCP_2018MB-_ArthurG.eaf,S,o pessoal também é bem legal do restaurante
S_ALCP_2018MB-_ArthurG.eaf,S,super gente boa
S_ALCP_2018MB-_ArthurG.eaf,D1,e como que é a convivência assim com eles
S_ALCP_2018MB-_ArthurG.eaf,S,ah se torna todo mundo amigo a fa é como se fo se torna bem próximo todo mundo os funcionários o dono também é bastante educado
S_ALCP_2018MB-_ArthurG.eaf,D1,e tem outros nordestinos trabalhando no restaurante
S_ALCP_2018MB-_ArthurG.eaf,S,só tem uma
S_ALCP_2018MB-_ArthurG.eaf,D1,e você gosta do seu trabalho lá
S_ALCP_2018MB-_ArthurG.eaf,S,estou gostando
S_ALCP_2018MB-_ArthurG.eaf,S,o pessoal também é bem legal do restaurante
S_ALCP_2018MB-_ArthurG.eaf,S,super gente boa
S_ALCP_2018MB-_ArthurG.eaf,D1,e como que é a convivência assim com eles
S_ALCP_2018MB-_ArthurG.eaf,S,ah se torna todo mundo amigo a fa é como se fo se torna bem próximo todo mundo os funcionários o dono também é bastante educado
S_ALCP_2018MB-_ArthurG.eaf,D1,e tem outros nordestinos trabalhando no restaurante
S_ALCP_2018MB-_ArthurG.eaf,S,só tem uma
S_ALCP_2018MB-_ArthurG.eaf,S,pesso tem outra tem uma menina no escritório
S_ALCP_2018MB-_ArthurG.eaf,D1,ai
S_ALCP_2018MB-_ArthurG.eaf,D1,e você se sente reconhecido você se sente bem no que você faz até agora você está se sentindo bem
S_ALCP_2018MB-_ArthurG.eaf,S,sim
S_ALCP_2018MB-_ArthurG.eaf,S,estou
S_ALCP_2018MB-_ArthurG.eaf,S,o pessoal me o pessoal lá de vez em quando me elogia
S_ALCP_2018MB-_ArthurG.eaf,S,que eu não sou eu assim eu nunca sou de ficar esperando ninguém estar mandando
S_ALCP_2018MB-_ArthurG.eaf,S,eu tento fazer pro por onde não ficarem pegando no meu pé
S_ALCP_2018MB-_ArthurG.eaf,D1,também é colega de trabalho
S_ALCP_2018MB-_ArthurG.eaf,S,isso
S_ALCP_2018MB-_ArthurG.eaf,S,d
S_ALCP_2018MB-_ArthurG.eaf,S,paulista  também
S_ALCP_2018MB-_ArthurG.eaf,D1,d
S_ALCP_2018MB-_ArthurG.eaf,S,eh
S_ALCP_2018MB-_ArthurG.eaf,S,d
S_ALCP_2018MB-_ArthurG.eaf,D1,d
S_ALCP_2018MB-_ArthurG.eaf,S,todos  paulista 
S_ALCP_2018MB-_ArthurG.eaf,S,j tem j paulista  também
S_ALCP_2018MB-_ArthurG.eaf,D1,tem mais algum
S_ALCP_2018MB-_ArthurG.eaf,S,aí tem uma pronto essa é do paraná m
S_ALCP_2018MB-_ArthurG.eaf,D1,m
S_ALCP_2018MB-_ArthurG.eaf,D1,todos eles são do seu trabalho
S_ALCP_2018MB-_ArthurG.eaf,S,todos 
S_ALCP_2018MB-_ArthurG.eaf,D1,tá
S_ALCP_2018MB-_ArthurG.eaf,D1,todos eles são do seu trabalho
S_ALCP_2018MB-_ArthurG.eaf,S,todos 
S_ALCP_2018MB-_ArthurG.eaf,D1,tá
S_ALCP_2018MB-_ArthurG.eaf,D1,eh a maioria do seus amigos hoje sem contar a sua família também são de alagoas
S_ALCP_2018MB-_ArthurG.eaf,S,são
S_ALCP_2018MB-_ArthurG.eaf,D1,você tem vizinhos que são de alagoas
S_ALCP_2018MB-_ArthurG.eaf,S,tenho
S_ALCP_2018MB-_ArthurG.eaf,D1,sim
S_ALCP_2018MB-_ArthurG.eaf,D1,as pessoas com quem você trabalha também são de alagoas
S_ALCP_2018MB-_ArthurG.eaf,S,não
S_ALCP_2018MB-_ArthurG.eaf,D1,as pessoas com quem você trabalha são nordestinas
S_ALCP_2018MB-_ArthurG.eaf,S,não
S_ALCP_2018MB-_ArthurG.eaf,D1,hoje em dia com que frequência você come comida nordestina
S_ALCP_2018MB-_ArthurG.eaf,S,ah quando eu dou
S_ALCP_2018MB-_ArthurG.eaf,S,quando eu vou na casa de algum amigo do do nordeste 
S_ALCP_2018MB-_ArthurG.eaf,S,geralmente
S_ALCP_2018MB-_RicardoR.eaf,D1,era muito trabalho
S_ALCP_2018MB-_RicardoR.eaf,S,e além de muito trabalho era muito quente
S_ALCP_2018MB-_RicardoR.eaf,D1,ah sim
S_ALCP_2018MB-_RicardoR.eaf,S,que a estufa a estufa que eu trabalhava as planta
S_ALCP_2018MB-_RicardoR.eaf,S,quanto mais quente pra elas melhor
S_ALCP_2018MB-_RicardoR.eaf,S,aí porque tem estufa que tem
S_ALCP_2018MB-_RicardoR.eaf,D1,entendi
S_ALCP_2018MB-_RicardoR.eaf,S,eh
S_ALCP_2018MB-_RicardoR.eaf,S,sistema de
S_ALCP_2018MB-_RicardoR.eaf,S,climatizado sabe
S_ALCP_2018MB-_RicardoR.eaf,S,e quando esquenta ela fecha um um uns pano lá que esfria dentro
S_ALCP_2018MB-_RicardoR.eaf,D1,aham
S_ALCP_2018MB-_RicardoR.eaf,S,e a que eu trabalhava não era assim
S_ALCP_2018MB-_RicardoR.eaf,S,quanto mais quente pra ela melhor ainda
S_ALCP_2018MB-_RicardoR.eaf,S,aí eu
S_ALCP_2018MB-_RicardoR.eaf,D1,era muito difícil
S_ALCP_2018MB-_RicardoR.eaf,D1,a questão do trabalho pesado também que não
S_ALCP_2018MB-_RicardoR.eaf,S,é
S_ALCP_2018MB-_RicardoR.eaf,D1,é
S_ALCP_2018MB-_RicardoR.eaf,S,eu acho que esses 
S_ALCP_2018MB-_RicardoR.eaf,S,eu falo quer dizer eu falo assim a parte a parte dos  homem né da mulher eu não sei né
S_ALCP_2018MB-_RicardoR.eaf,S,porque a mulher não vai pegar serviço pesado né
S_ALCP_2018MB-_RicardoR.eaf,S,porque mulher é mais 
S_ALCP_2018MB-_RicardoR.eaf,S,negócio de supermercado as  coisa e outra assim
S_ALCP_2018MB-_RicardoR.eaf,S,mas  eu acho que pra pegar no no pesado mesmo 
S_ALCP_2018MB-_RicardoR.eaf,S,os  paulista  não tem essas  coragem toda não
S_ALCP_2018MB-_RicardoR.eaf,D1,entendo
S_ALCP_2018MB-_RicardoR.eaf,D1,e olhando pra mim você diria que eu sou paulista
S_ALCP_2018MB-_RicardoR.eaf,S,pela sua fala você tem um um pouco de um tem um puxadinho né
S_ALCP_2018MB-_RicardoR.eaf,D1,pela fala você consegue reconhecer ah
S_ALCP_2018MB-_RicardoR.eaf,S,sim
S_ALCP_2018MB-_RicardoR.eaf,S,só não sei se você é
S_PBCP_2017FA+_GiovanaC.eaf,D1,eh como que você faz pra chegar no seu trabalho
S_PBCP_2017FA+_GiovanaC.eaf,S,eu vou de carro
S_PBCP_2017FA+_GiovanaC.eaf,D1,de carro mesmo
S_PBCP_2017FA+_GiovanaC.eaf,S,uhum
S_PBCP_2017FA+_GiovanaC.eaf,D1,e o que que você faz
S_PBCP_2017FA+_GiovanaC.eaf,S,eu faço faxina
S_PBCP_2017FA+_GiovanaC.eaf,D1,faxina
S_PBCP_2017FA+_GiovanaC.eaf,D1,e você gosta do seu serviço
S_PBCP_2017FA+_GiovanaC.eaf,S,gosto 
S_PBCP_2017FA+_GiovanaC.eaf,D1,gosta
S_PBCP_2017FA+_GiovanaC.eaf,D1,eh você se sente reconhecida lá
S_PBCP_2017FA+_GiovanaC.eaf,S,aham
S_PBCP_2017FA+_GiovanaC.eaf,D1,bastante
S_PBCP_2017FA+_GiovanaC.eaf,S,bastante 
S_PBCP_2017FA+_GiovanaC.eaf,D1,é
S_PBCP_2017FA+_GiovanaC.eaf,S,uhum
S_PBCP_2017FA+_GiovanaC.eaf,D1,e você gosta do seu serviço
S_PBCP_2017FA+_GiovanaC.eaf,S,gosto 
S_PBCP_2017FA+_GiovanaC.eaf,D1,gosta
S_PBCP_2017FA+_GiovanaC.eaf,D1,eh você se sente reconhecida lá
S_PBCP_2017FA+_GiovanaC.eaf,S,aham
S_PBCP_2017FA+_GiovanaC.eaf,D1,bastante
S_PBCP_2017FA+_GiovanaC.eaf,S,bastante 
S_PBCP_2017FA+_GiovanaC.eaf,D1,é
S_PBCP_2017FA+_GiovanaC.eaf,S,uhum
S_PBCP_2017FA+_GiovanaC.eaf,D1,você trabalha em mais de uma casa
S_PBCP_2017FA+_GiovanaC.eaf,S,é
S_PBCP_2017FA+_GiovanaC.eaf,S,aham
S_PBCP_2017FA+_GiovanaC.eaf,S,em todas  as  casas  que eu trabalho
S_PBCP_2017FA+_GiovanaC.eaf,S,eh uma tem catorze outra tem
S_PBCP_2017FA+_GiovanaC.eaf,S,doze outr é tudo
S_PBCP_2017FA+_GiovanaC.eaf,S,faz  muito tempo assim
S_PBCP_2017FA+_MilenaP.eaf,D1,faz tempo que você está trabalhando nesse serviço
S_PBCP_2017FA+_MilenaP.eaf,S,faz  treze anos 
S_PBCP_2017FA+_MilenaP.eaf,D1,treze anos
S_PBCP_2017FA+_MilenaP.eaf,D1,e antes você fazia o quê
S_PBCP_2017FA+_MilenaP.eaf,S,quando eu casei
S_PBCP_2017FA+_MilenaP.eaf,S,eu casei e fiquei do lar
S_PBCP_2017FA+_MilenaP.eaf,D1,uhum
S_PBCP_2017FA+_MilenaP.eaf,S,cuidava dos  fi cuidava da minha filha né
S_PBCP_2017FA+_MilenaP.eaf,D1,uhum
S_PBCP_2017FA+_MilenaP.eaf,S,casei dois  anos  depois  ela nasceu 
S_PBCP_2017FA+_MilenaP.eaf,S,e quando ela tinha nove anos 
S_PBCP_2017FA+_MilenaP.eaf,S,que eu fui trabalhar fora
S_PBCP_2017FA+_MilenaP.eaf,D1,uhn
S_PBCP_2017FA+_MilenaP.eaf,S,eu fui trabalhar num escritório 
S_PBCP_2017FA+_MilenaP.eaf,S,como copeira
S_PBCP_2017FA+_MilenaP.eaf,S,e eu já fazia alguns  bolos  algumas  coisas  assim pro escritório  quando tinha festa  aniversário de alguém
S_PBCP_2017FA+_MilenaP.eaf,D1,está nesse serviço
S_PBCP_2017FA+_MilenaP.eaf,D1,e você se sente conhecida no seu trabalho
S_PBCP_2017FA+_MilenaP.eaf,S,ó algumas  vezes  sim
S_PBCP_2017FA+_MilenaP.eaf,D1,uhum
S_PBCP_2017FA+_MilenaP.eaf,S,na verdade a maioria das  vezes  né
S_PBCP_2017FA+_MilenaP.eaf,S,quando não tem nada mais  gostoso  do que quando você entrega né
S_PBCP_2017FA+_MilenaP.eaf,S,a o pedido pro cliente
S_PBCP_2017FA+_MilenaP.eaf,S,ele fala nossa que lindo eu não imaginei que fosse ficar tão bonito ai e depois 
S_PBCP_2017FA+_MilenaP.eaf,S,nossa que gostoso  olha
S_PBCP_2017FA+_MilenaP.eaf,S,vou recomendar pra outras  pessoas 
S_PBCP_2017FA+_MilenaP.eaf,S,e o meu a minha clientela só foi assim
S_PBCP_2017FA+_MilenaP.eaf,D1,aham
S_PBCP_2017FA+_MilenaP.eaf,D1,reconhecimento né
S_PBCP_2017FA+_MilenaP.eaf,S,reconhecimento
S_PBCP_2017FA+_MilenaP.eaf,D1,e assim você fez seu nome
S_PBCP_2017FA+_MilenaP.eaf,S,sim
S_PBCP_2017FA+_MilenaP.eaf,D1,e você se sente conhecida no seu trabalho
S_PBCP_2017FA+_MilenaP.eaf,S,ó algumas  vezes  sim
S_PBCP_2017FA+_MilenaP.eaf,D1,uhum
S_PBCP_2017FA+_MilenaP.eaf,S,na verdade a maioria das  vezes  né
S_PBCP_2017FA+_MilenaP.eaf,S,quando não tem nada mais  gostoso  do que quando você entrega né
S_PBCP_2017FA+_MilenaP.eaf,S,a o pedido pro cliente
S_PBCP_2017FA+_MilenaP.eaf,S,ele fala nossa que lindo eu não imaginei que fosse ficar tão bonito ai e depois 
S_PBCP_2017FA+_MilenaP.eaf,S,nossa que gostoso  olha
S_PBCP_2017FA+_MilenaP.eaf,S,vou recomendar pra outras  pessoas 
S_PBCP_2017FA+_MilenaP.eaf,S,e o meu a minha clientela só foi assim
S_PBCP_2017FA+_MilenaP.eaf,D1,aham
S_PBCP_2017FA+_MilenaP.eaf,D1,reconhecimento né
S_PBCP_2017FA+_MilenaP.eaf,S,reconhecimento
S_PBCP_2017FA+_MilenaP.eaf,D1,e assim você fez seu nome
S_PBCP_2017FA+_MilenaP.eaf,S,sim
S_PBCP_2017FA+_MilenaP.eaf,D1,e qual que seria a profissão assim dos seus sonhos
S_PBCP_2017FB+_MarisaR.eaf,D1,mas você veio pra cá a trabalho
S_PBCP_2017FB+_MarisaR.eaf,S,não
S_PBCP_2017FB+_MarisaR.eaf,S,eu me casei e vim que meu marido já morava aqui entendeu
S_PBCP_2017FB+_MarisaR.eaf,D1,ah ele era da mas ele não era daqui
S_PBCP_2017FB+_MarisaR.eaf,S,não
S_PBCP_2017FB+_MarisaR.eaf,S,ele é de lá também só que ele já vivia aqui antes de casar
S_PBCP_2017FB+_MarisaR.eaf,D1,entendi
S_PBCP_2017FB+_MarisaR.eaf,D1,daí você já veio
S_PBCP_2017FB+_MarisaR.eaf,S,uhum
S_PBCP_2017FB+_MarisaR.eaf,D1,e olha muitas pessoas falam que as crianças hoje em dia não tem educação
S_PBCP_2017FB+_MarisaR.eaf,S,verdade
S_PBCP_2017FB+_MarisaR.eaf,D1,você concorda
S_PBCP_2017FB+_MarisaR.eaf,S,concordo
S_PBCP_2017FB+_MarisaR.eaf,D1,é por quê
S_PBCP_2017FB+_MarisaR.eaf,S,é
S_PBCP_2017FB+_MarisaR.eaf,S,nem tem educação não obedece ninguém
S_PBCP_2017FB+_MarisaR.eaf,D1,e como é que você faz pra chegar no seu trabalho
S_PBCP_2017FB+_MarisaR.eaf,S,eu vou de carro
S_PBCP_2017FB+_MarisaR.eaf,D1,com carro
S_PBCP_2017FB+_MarisaR.eaf,S,uhum
S_PBCP_2017FB+_MarisaR.eaf,D1,e
S_PBCP_2017FB+_MarisaR.eaf,D1,eh faz tempo que você trabalha nesse serviço
S_PBCP_2017FB+_MarisaR.eaf,S,ah faz
S_PBCP_2017FB+_MarisaR.eaf,S,eu acho que já faz uns dez anos
S_PBCP_2017FB+_MarisaR.eaf,D1,já
S_PBCP_2017FB+_MarisaR.eaf,S,uhum
S_PBCP_2017FB+_MarisaR.eaf,D1,bastante tempo né
S_PBCP_2017FB+_MarisaR.eaf,S,é
S_PBCP_2017FB+_MarisaR.eaf,D1,e você gosta do seu serviço
S_PBCP_2017FB+_MarisaR.eaf,S,eu gosto
S_PBCP_2017FB+_MarisaR.eaf,S,xxx
S_PBCP_2017FB+_MarisaR.eaf,D1,você se sente reconhecida
S_PBCP_2017FB+_MarisaR.eaf,D1,eh faz tempo que você trabalha nesse serviço
S_PBCP_2017FB+_MarisaR.eaf,S,ah faz
S_PBCP_2017FB+_MarisaR.eaf,S,eu acho que já faz uns dez anos
S_PBCP_2017FB+_MarisaR.eaf,D1,já
S_PBCP_2017FB+_MarisaR.eaf,S,uhum
S_PBCP_2017FB+_MarisaR.eaf,D1,bastante tempo né
S_PBCP_2017FB+_MarisaR.eaf,S,é
S_PBCP_2017FB+_MarisaR.eaf,D1,e você gosta do seu serviço
S_PBCP_2017FB+_MarisaR.eaf,S,eu gosto
S_PBCP_2017FB+_MarisaR.eaf,S,xxx
S_PBCP_2017FB+_MarisaR.eaf,D1,você se sente reconhecida
S_PBCP_2017FB+_MarisaR.eaf,S,si aham
S_PBCP_2017FB+_MarisaR.eaf,S,por umas sim e por outras não né não dá muito valor
S_PBCP_2017FB+_MarisaR.eaf,D1,sim
S_PBCP_2017FB+_MarisaR.eaf,D1,sempre tem um
S_PBCP_2017FB+_MarisaR.eaf,S,é
S_PBCP_2017FB+_MarisaR.eaf,D1,e você gosta do seu serviço
S_PBCP_2017FB+_MarisaR.eaf,S,eu gosto
S_PBCP_2017FB+_MarisaR.eaf,S,xxx
S_PBCP_2017FB+_MarisaR.eaf,D1,você se sente reconhecida
S_PBCP_2017FB+_MarisaR.eaf,S,si aham
S_PBCP_2017FB+_MarisaR.eaf,S,por umas sim e por outras não né não dá muito valor
S_PBCP_2017FB+_MarisaR.eaf,D1,sim
S_PBCP_2017FB+_MarisaR.eaf,D1,sempre tem um
S_PBCP_2017FB+_MarisaR.eaf,S,é
S_PBCP_2017FB+_MarisaR.eaf,S,tem umas que não dá muito valor não
S_PBCP_2017FB+_MarisaR.eaf,D1,não tem o que fazer
S_PBCP_2017FB+_MarisaR.eaf,S,é
S_PBCP_2017FB+_MarisaR.eaf,D1,e você quer assim alcançar outro cargo ou quer tipo mudar de profissão ou alguma coisa assim
S_PBCP_2017FB+_MarisaR.eaf,S,ah
S_PBCP_2017FB+_MarisaR.eaf,S,ah bem que eu gostaria mas com minha idade assim eu não esquento mais não é da ago agora é só parar e pronto ficar em casa
S_PBCP_2017FB+_MarisaR.eaf,D1,aposentar quer aposentar
S_PBCP_2017FB+_RoselinaM.eaf,D1,e como é que você faz pra chegar no seu trabalho
S_PBCP_2017FB+_RoselinaM.eaf,S,eu vou de moto
S_PBCP_2017FB+_RoselinaM.eaf,D1,de moto
S_PBCP_2017FB+_RoselinaM.eaf,D1,você que dirige a moto
S_PBCP_2017FB+_RoselinaM.eaf,S,é
S_PBCP_2017FB+_RoselinaM.eaf,D1,olha só
S_PBCP_2017FB+_RoselinaM.eaf,S,piloto a moto
S_PBCP_2017FB+_RoselinaM.eaf,D1,gostou da da brincadeira da professora
S_PBCP_2017FB+_RoselinaM.eaf,S,então
S_PBCP_2017FB+_RoselinaM.eaf,D1,foi isso
S_PBCP_2017FB+_RoselinaM.eaf,S,é verdade
S_PBCP_2017FB+_RoselinaM.eaf,S,mais rápido né
S_PBCP_2017FB+_RoselinaM.eaf,D1,uhum
S_PBCP_2017FB+_RoselinaM.eaf,S,é mais economia de que eu carro né
S_PBCP_2017FB+_RoselinaM.eaf,D1,mas é perigoso
S_PBCP_2017FB+_RoselinaM.eaf,S,mais rápido de que um ônibus né
S_PBCP_2017FB+_RoselinaM.eaf,D1,e você gosta do seu serviço
S_PBCP_2017FB+_RoselinaM.eaf,S,adoro
S_PBCP_2017FB+_RoselinaM.eaf,S,o que eu faço
S_PBCP_2017FB+_RoselinaM.eaf,D1,é
S_PBCP_2017FB+_RoselinaM.eaf,S,aham
S_PBCP_2017FB+_RoselinaM.eaf,S,faço com amor viu
S_PBCP_2017FB+_RoselinaM.eaf,D1,é
S_PBCP_2017FB+_RoselinaM.eaf,S,aham
S_PBCP_2017FB+_RoselinaM.eaf,D1,você sente reconhecida lá
S_PBCP_2017FB+_RoselinaM.eaf,S,ah pelo menos na nas que eu vou
S_PBCP_2017FB+_RoselinaM.eaf,S,eu sou bem reconhecida viu
S_PBCP_2017FB+_RoselinaM.eaf,D1,uhum
S_PBCP_2017FB+_RoselinaM.eaf,S,aham
S_PBCP_2017FB+_RoselinaM.eaf,D1,e você queria chegar em algum outro cargo algum outro emprego
S_PBCP_2017FB+_RoselinaM.eaf,D1,almeja algum nesse sentido ou não
S_PBCP_2017FB+_RoselinaM.eaf,S,é
S_PBCP_2017FB-_JoelmaM.eaf,D1,e como que você faz pra chegar no seu trabalho
S_PBCP_2017FB-_JoelmaM.eaf,S,a gente tem o fretado né tem o ônibus  da empresa que vem pegar a gente
S_PBCP_2017FB-_JoelmaM.eaf,D1,ah que bom
S_PBCP_2017FB-_JoelmaM.eaf,D1,assim é bom né
S_PBCP_2017FB-_JoelmaM.eaf,D1,e você gosta do seu serviço
S_PBCP_2017FB-_JoelmaM.eaf,S,estou  gostando  f nada do que da minha área né eu trabalhava com vendas  lá na paraíba
S_PBCP_2017FB-_JoelmaM.eaf,S,mas  tudo diferente mas  eu estou  me adaptando aos  poucos  né eu estou  gostando  mas  
S_PBCP_2017FB-_JoelmaM.eaf,D1,sim
S_PBCP_2017FB-_JoelmaM.eaf,D1,faz eh você chegou aqui já trabalhando assim
S_PBCP_2017FB-_JoelmaM.eaf,S,eu cheguei eu passei ainda o quê eu passei os  três  meses  sem aí faz 
S_PBCP_2017FB-_JoelmaM.eaf,D1,ah tá
S_PBCP_2017FB-_JoelmaM.eaf,S,que vai fazer três  meses  agora que eu estou  que eu estou  trabalhando aham
S_PBCP_2017FB-_JoelmaM.eaf,D1,trabalhando
S_PBCP_2017FB-_JoelmaM.eaf,D1,e você está se sentindo assim reconhecida de certa forma no seu trabalho ou ainda não assim
S_PBCP_2017FB-_JoelmaM.eaf,S,ainda não né f porque tipo eu estou  ainda na experiência  né
S_PBCP_2017FB-_JoelmaM.eaf,D1,não deu tempo
S_PBCP_2017FB-_JoelmaM.eaf,D1,e você gosta do seu serviço
S_PBCP_2017FB-_JoelmaM.eaf,S,estou  gostando  f nada do que da minha área né eu trabalhava com vendas  lá na paraíba
S_PBCP_2017FB-_JoelmaM.eaf,S,mas  tudo diferente mas  eu estou  me adaptando aos  poucos  né eu estou  gostando  mas  
S_PBCP_2017FB-_JoelmaM.eaf,D1,sim
S_PBCP_2017FB-_JoelmaM.eaf,D1,faz eh você chegou aqui já trabalhando assim
S_PBCP_2017FB-_JoelmaM.eaf,S,eu cheguei eu passei ainda o quê eu passei os  três  meses  sem aí faz 
S_PBCP_2017FB-_JoelmaM.eaf,D1,ah tá
S_PBCP_2017FB-_JoelmaM.eaf,S,que vai fazer três  meses  agora que eu estou  que eu estou  trabalhando aham
S_PBCP_2017FB-_JoelmaM.eaf,D1,trabalhando
S_PBCP_2017FB-_JoelmaM.eaf,D1,e você está se sentindo assim reconhecida de certa forma no seu trabalho ou ainda não assim
S_PBCP_2017FB-_JoelmaM.eaf,S,ainda não né f porque tipo eu estou  ainda na experiência  né
S_PBCP_2017FB-_JoelmaM.eaf,D1,não deu tempo
S_PBCP_2017FB-_JoelmaM.eaf,D1,sim
S_PBCP_2017FB-_JoelmaM.eaf,S,estou  em experiência  ainda aí não dá pra
S_PBCP_2017FB-_JoelmaM.eaf,S,xxx
S_PBCP_2017FB-_JoelmaM.eaf,D1,medir muito né não tem como medir muito
S_PBCP_2017FB-_JoelmaM.eaf,D1,e você está se sentindo assim reconhecida de certa forma no seu trabalho ou ainda não assim
S_PBCP_2017FB-_JoelmaM.eaf,S,ainda não né f porque tipo eu estou  ainda na experiência  né
S_PBCP_2017FB-_JoelmaM.eaf,D1,não deu tempo
S_PBCP_2017FB-_JoelmaM.eaf,D1,sim
S_PBCP_2017FB-_JoelmaM.eaf,S,estou  em experiência  ainda aí não dá pra
S_PBCP_2017FB-_JoelmaM.eaf,S,xxx
S_PBCP_2017FB-_JoelmaM.eaf,D1,medir muito né não tem como medir muito
S_PBCP_2017FB-_JoelmaM.eaf,S,aham não não tem
S_PBCP_2017FB-_JoelmaM.eaf,D1,já chega querendo né
S_PBCP_2017FB-_JoelmaM.eaf,S,isso já
S_PBCP_2017FB-_JoelmaM.eaf,D1,e mas você almeja assim algum outro cargo dentro da empresa
S_PBCP_2017FB-_JoelmaM.eaf,S,f eu pretendo eu não quero ficar em auxiliar de produção né então
S_PBCP_2017FB-_JoelmaM.eaf,D1,sim
S_PBCP_2017FB-_JoelmaM.eaf,S,e até então eu penso assim e eu eu faço eu estava  fazendo o técnico de enfermagem lá na paraíba aí eu fiquei desempregada
S_PBCP_2017FB-_JoelmaM.eaf,D1,uhn
S_PBCP_2017FB-_JoelmaM.eaf,S,aí tranquei e a pra poder vim pra cá
S_PBCP_2017FB-_JoelmaM.eaf,D1,todas são colega de trabalho
S_PBCP_2017FB-_JoelmaM.eaf,S,sim
S_PBCP_2017FB-_JoelmaM.eaf,D1,e é
S_PBCP_2017FB-_JoelmaM.eaf,S,então e então minha vizinha aqui
S_PBCP_2017FB-_JoelmaM.eaf,D1,então vou colocar um vizinha
S_PBCP_2017FB-_JoelmaM.eaf,S,uma vizinha e colega e outro colega
S_PBCP_2017FB-_JoelmaM.eaf,D1,tudo o resto é colega
S_PBCP_2017FB-_JoelmaM.eaf,S,uhum
S_PBCP_2017FB-_JoelmaM.eaf,D1,e eles são da onde
S_PBCP_2017FB-_JoelmaM.eaf,S,a minha vizinha é paraíba
S_PBCP_2017FB-_JoelmaM.eaf,S,aí as colegas lá
S_PBCP_2017FB-_JoelmaM.eaf,S,da firma que eu trabalho com elas
S_PBCP_2017FB-_JoelmaM.eaf,D1,uhn
S_PBCP_2017FB-_JoelmaM.eaf,S,uma é de do ceará
S_PBCP_2017FB-_JoelmaM.eaf,S,a outra é de do piauí
S_PBCP_2017FB-_JoelmaM.eaf,S,a outra pernambucana
S_PBCP_2018FA+_AmandaP.eaf,D1,não deu trabalho
S_PBCP_2018FA+_AmandaP.eaf,S,até o momento não
S_PBCP_2018FA+_AmandaP.eaf,D1,não não vai dar não
S_PBCP_2018FA+_AmandaP.eaf,S,espero que não
S_PBCP_2018FA+_AmandaP.eaf,D1,a fase pior dos doze anos treze já passou já
S_PBCP_2018FA+_AmandaP.eaf,S,passou e ele foi tranquilo
S_PBCP_2018FA+_AmandaP.eaf,D1,é
S_PBCP_2018FA+_AmandaP.eaf,S,foi
S_PBCP_2018FA+_AmandaP.eaf,D1,ah que bom né porque
S_PBCP_2018FA+_AmandaP.eaf,S,uhum
